4.750420789753476702e-01,4.759747947408457525e-01,4.400288235661484748e-01,7.777273373559391301e-01,3.012819766531988352e-01,5.959363418959777725e-01,7.267669760554718028e-01,4.015488389434014316e-01,4.904032801497942851e-01,9.611498113126455412e-01
6.283414171715001606e-01,1.111622464122389853e-01,9.630899016018290570e-01,4.555937667261595325e-01,9.662913975498177432e-01,1.627186186656448541e-02,4.773355239957807195e-01,4.699051226902477285e-02,4.687512280383561158e-01,7.614578529986446576e-01
7.405683516514597331e-01,2.838402396276942796e-01,9.746831415998701287e-01,8.230218216125410047e-01,6.199445120655262542e-01,5.225416736647306992e-01,4.900754066129101028e-02,2.421412329195885282e-01,5.942695451592975298e-01,2.036209983443521554e-01
7.950363023894515546e-01,9.010355629776000130e-01,3.053065059609670895e-01,3.497205601442101019e-01,9.963212826985469450e-02,9.304513083391809936e-01,1.999400015888053994e-01,3.301758543746534658e-01,6.201848281056615564e-01,3.351966390061213441e-01
-3.229913136962039300e-01,9.235315149814575797e-01,5.995780327903992291e-01,4.725167619050403833e-01,4.165765307852999921e-01,7.537980338095637833e-01,-1.236814230256549074e-01,-1.718869440279233163e-02,1.432060162071104592e-01,8.356002088916822945e-01
-1.092669208236891482e-01,9.587339331401276699e-01,2.859767209616968092e-02,-4.341372713020540119e-02,2.405380929916211413e-02,3.189817036371005998e-01,5.327506344171446528e-01,1.057858986360726838e-01,8.087859422424731326e-01,1.733359006214656717e-01
1.479413344647012227e-02,3.553070110917322388e-01,1.137598385523342498e-01,4.211750033304342278e-01,1.689346679500927650e-01,3.377982001731175687e-01,4.035340506372134262e-01,9.468879991044773514e-02,-6.757483182598016114e-02,1.585061744968560560e-01
5.966704988154248879e-01,3.718534027766006722e-01,6.579482005020258484e-01,6.216247063573653031e-02,4.860306141630046373e-01,4.779693826153484371e-01,1.057282568994169170e+00,-1.459113346788587229e-01,6.024174492418674642e-01,1.415292720291094486e-01
3.067426182482749786e-01,9.153824079138409564e-01,4.982897278965990329e-01,1.310263811254231414e-01,2.964376262954409036e-01,-6.387103516987212293e-02,7.695028530351405438e-01,-3.229684839114296130e-02,1.550507280377151848e-03,4.264312155403074955e-01
1.694000718589717125e-01,2.143487685653888697e-01,6.995129171447201921e-01,6.386967893212417424e-01,3.934874272432499209e-01,3.128786140326244025e-01,7.742149257556460440e-02,3.136716844837861840e-01,7.759026013323797599e-01,5.762388735296225528e-01
2.554921939373297479e-01,8.474348682660474141e-01,2.156101950411697388e-01,1.077463251404400801e-01,3.468294131776003542e-01,8.791704801546904591e-01,6.581119657050972238e-01,5.848866000442530522e-02,9.759988075689037812e-01,5.063356062039461314e-01
5.188120169056882336e-01,3.155082149770913058e-01,5.415077340194633937e-01,5.033086862479811963e-01,7.968533493974738757e-01,7.050372332554381005e-01,1.375723775457126929e-01,5.982148599426547614e-02,7.292716563456608236e-01,6.028155621134204667e-01
8.473610842499984530e-01,2.662883089154477467e-02,6.154157179311672277e-01,8.109200807374074005e-01,2.425450765409222775e-01,4.337664513467808791e-01,7.987257665678332286e-01,9.781710685484275025e-01,6.155294762169060130e-01,3.730943163189193723e-01
3.315693345719251117e-01,3.395399526468000362e-01,1.067675479434652130e+00,4.323291174308542262e-01,8.129385722747562992e-01,9.032140621655643242e-01,8.330980854794204360e-01,7.050340500712467540e-01,2.794387742834141264e-01,4.503066385644530767e-01
3.804570002714836030e-01,4.367786903865571863e-02,7.720354275570435743e-01,2.056633128375751629e-01,2.581226347846529157e-01,4.867464875099868915e-01,5.739669012424333250e-01,6.671055576119157005e-01,1.422527887225386589e-01,4.438832826271178478e-01
1.481076275293089772e-01,3.523569023289997437e-01,2.282154167594289129e-01,9.162808147144960724e-01,1.770349156641682908e-01,4.752805408134349596e-01,-5.991539707278378812e-02,-2.254313902846835083e-01,4.865179016368714193e-01,1.024743034416411902e+00
-4.735708689454245501e-01,3.949149733126365303e-01,5.393506161391853349e-01,-9.849358638324204329e-02,1.787256344192969248e-01,-1.029394475739025122e-01,-5.369430659323609634e-02,-4.902087461010933706e-02,-1.895273103280334659e-01,1.004955928242907470e+00
-3.275534544203262399e-01,6.171518967434898306e-02,-1.423610554890940294e-01,-2.633716786314268532e-01,-6.702875524664312357e-01,-4.978632642972641298e-01,4.221707444024312417e-01,-6.800029170165918790e-01,3.543571491718509880e-02,-5.571153530504560636e-02
1.504624058708774748e-01,-5.655423076101898650e-01,5.275762890928458182e-01,-1.779200610178937603e-01,-5.502746168708229357e-02,-2.104984209480367519e-01,-4.872278870296834624e-02,-8.221326189200024448e-01,2.449924692542375382e-01,-3.800083478541190773e-01
1.857306502754284272e-01,2.921742957671156771e-01,3.075720729488239380e-01,-1.212004551957057696e-01,-3.698566412724906272e-01,-3.780154923732011452e-01,7.149063894933469498e-01,-7.414095417387205345e-01,-2.669122672334179325e-01,-7.336648799204011431e-03
