4.183747986992000789e-01,8.664725160009326688e-01,7.646182256493277984e-01,1.963256234012916279e-03,7.452392889074261895e-01,1.007314706200884480e+00,8.276888275141995877e-01,1.230052644846576060e+00
7.268725137459607355e-01,5.569140427508825208e-01,-1.709722369588553489e-02,-1.757971737663248379e-02,2.291491484367585985e-01,7.295349129394307353e-01,1.086977507934546949e+00,3.887610093261648081e-01
-1.450426014785055340e-01,1.817068578483120311e-01,8.009095907206686960e-01,1.203511588105054264e-01,9.429085530740139998e-01,1.416777292863044824e-01,5.439354556691348153e-01,6.011007480137365855e-01
7.771747120071542669e-01,7.106082099767789817e-01,-1.346166322335546062e-01,8.993377661266659384e-01,-2.607985414677435054e-01,4.088858479639300714e-01,-1.333229656957335141e-01,7.418913759820046083e-01
1.821337699176726610e-01,1.027304831078891707e-02,6.810230971656465737e-01,1.218669177832580663e+00,9.384772017919833509e-01,7.972922826249662087e-01,-1.250380941118632294e-01,1.184721667173030069e+00
2.700173174775117868e-01,1.017842379579833589e-02,1.040267098615321295e+00,1.157806151782375226e+00,6.579198243096517906e-01,1.765572670646793629e-01,1.534355660054260717e-01,3.704196647561952549e-01
1.221177236220899021e+00,1.668150552289206612e+00,4.165276256656160747e-01,1.033583411619960257e+00,9.566091381687502615e-01,6.646534478153227621e-01,8.372644605190878719e-01,1.129022640518184267e-01
6.793140586611077225e-01,8.915073851973317476e-01,9.587724092736435999e-01,4.151907495230137135e-01,6.630778003978885504e-01,6.381375849695724023e-01,1.065581869049210262e+00,3.791580283960150899e-01
1.271545452015343525e+00,3.108283115289052212e-01,9.200070793201375885e-01,9.032375671502884673e-01,6.185349972507463434e-01,8.871657446236734801e-01,1.017037663345225385e+00,8.515722058189165722e-01
-6.914282594483923960e-02,9.699599250820390983e-01,8.068035539501928755e-01,5.123563500933230319e-01,9.333617008231689383e-01,3.010944548657173425e-01,1.154538827686530933e+00,1.200168686981718302e+00
7.186132788128917204e-01,1.670876376710558886e-01,-1.226227067963229535e-02,4.094540314757541544e-01,4.310145518585058455e-01,3.021607298217934834e-01,9.569883000554016972e-01,6.080326766955950202e-01
-1.164895836702541099e-01,5.995859126845051179e-01,7.502751066952362269e-01,7.375236535605020349e-02,3.280559224338437940e-01,8.105523546940035517e-01,9.067450780938132171e-01,9.925775802129735981e-01
1.041781245563984243e-01,1.240491032930039594e+00,6.104002124162775100e-01,4.612348611131566467e-01,3.359817658095811677e-01,8.095136064329645498e-01,4.100754385144730341e-01,1.018616940960688222e+00
-3.599917721821332527e-03,3.754369523252173990e-01,3.418993809117693017e-01,1.434898597027365996e+00,4.403218240096403169e-01,3.539238098215141681e-01,-2.927958512862817719e-01,6.142963786097953571e-01
3.173544031716034053e-01,-2.492487915864361608e-02,6.734354856825633950e-01,1.167452026741111037e+00,5.707347017395076882e-01,-4.296037456635726781e-01,1.605240549437139674e-01,6.684990495554437029e-01
1.191027170794716872e+00,1.170245497094550391e+00,6.901971920498773949e-01,1.017867032466720500e+00,8.133424828681572460e-01,6.587936438028967057e-02,9.954771553940281459e-01,9.427679084223607175e-02
1.378101861387439619e+00,1.229765109611626328e-01,1.253417355960771973e-01,3.823005129979005767e-01,6.948267911600107816e-01,8.618710062780033931e-01,8.155160008647474035e-01,5.613266347952337032e-01
7.012186379342595366e-01,4.851299931370204321e-01,1.115364339331944121e+00,6.417546397933405755e-01,-9.326267418625257266e-02,1.268468434962617630e+00,1.417111349571574586e+00,5.339236377269251932e-01
7.627329603869053010e-01,7.355523142314467355e-01,5.255185819176177997e-01,2.292164010845208488e-01,1.112830334527171727e+00,8.250788230034230564e-01,5.222958157880621677e-01,3.439197282123566124e-01
8.394613034750489922e-01,7.430421764333184909e-01,2.318441257529818833e-01,7.084960298022878744e-01,1.137820931724254025e+00,4.899779316010845487e-01,8.127067413465171031e-01,8.355795506670768980e-01
3.631697689951665642e-02,5.995989810053281577e-01,1.046486888409002614e+00,-3.857153824781347357e-02,4.861860910659665524e-01,1.750537994270131847e-01,1.208740514209442285e+00,1.014313219822998269e+00
3.629948434632213616e-01,6.532026164114860256e-01,-1.499391639793789810e-01,7.572623552949073744e-01,1.654401969485972956e-01,4.903324115431420549e-01,4.047837613594694739e-01,4.590406182150334469e-01
6.661286019013726856e-01,9.006445774951669092e-01,2.236984586671313391e-01,1.435108372309303215e+00,5.929745380514180875e-01,5.259184108794195955e-01,-1.420138988222833798e-01,8.426306737681362735e-01
7.186476138971363836e-01,4.487419453262834756e-01,1.396143475539365131e+00,6.739598342982004997e-01,6.985055403708915200e-01,-2.854591318349063434e-01,4.790736430095650089e-01,5.089207712168168918e-01
1.138320921929349083e+00,1.035207366962542119e+00,1.082608565512070964e+00,7.757436729377683582e-01,6.623580108270197275e-01,6.060782088820652058e-01,1.030414893009339083e+00,7.886422598978832799e-01
7.533246450710792130e-01,6.274775640367441509e-01,8.012942732527583711e-01,4.863809131252154749e-01,1.548618753127682490e+00,6.242865563695225717e-01,7.660755474704074031e-01,2.466660884820353894e-01
6.328615674127966439e-01,1.058102393779375427e+00,1.833500896934926461e+00,4.595890834543798209e-01,8.128055243208422986e-01,1.400751538820063535e+00,9.059544023711949556e-01,5.032084946580425155e-01
5.025313347761201782e-02,1.083215152890971034e+00,1.627232955242023382e-01,1.083801348866844927e-01,3.103852081437283306e-01,2.710876027449956593e-01,1.119861483568732163e+00,8.459290054904777811e-01
3.659535113609831414e-01,-1.670771427866095046e-02,7.223777653216078010e-01,4.205087453250602736e-01,8.482461595578711933e-01,6.976201504699933720e-01,1.305221358015196342e+00,3.874664265680348163e-01
-5.722392327011167901e-02,4.330176098882873581e-01,7.120022885999550688e-01,2.420028131784385250e-01,1.074662513295135069e+00,7.227655552139847783e-01,9.228990629770056353e-01,1.057924366924270831e+00
3.655807888285437790e-01,8.347920818469019011e-01,6.782788842083410479e-03,9.338632381944240723e-01,-8.385192012694707431e-02,7.002741599983909326e-01,4.188390919892691633e-01,3.301615494265643380e-01
5.168402704091072941e-01,9.065092462762139869e-01,4.534844596402430872e-01,8.014849911236134883e-01,1.059699032466986379e+00,1.260185523070532332e+00,3.643884959320125572e-01,5.474753645527653534e-01
7.601461578252908247e-01,-3.871309113706219995e-02,1.338223787781107177e+00,6.946639137140281361e-01,7.253968531354226812e-01,-1.514555957644227457e-01,-1.653898866934715994e-01,7.409906980994296344e-01
6.050769552635838489e-01,1.704332685117176283e+00,1.518170810360942868e-01,4.250549620410860041e-01,1.261227775169610599e+00,4.434426909453365040e-01,6.635662085412196154e-01,9.372804534270785526e-01
1.588223834231706766e+00,5.975251958143948938e-01,3.569396138890339465e-01,1.773650298641177847e-01,1.306428291743170877e+00,1.358485947691357776e+00,3.723787015226949215e-01,4.097364781605512540e-01
1.239711958079476206e+00,7.272856178611127875e-01,1.350524385492023249e+00,4.393026964064272177e-01,9.968347518332991430e-02,9.552795249871385286e-01,7.942428429761543285e-01,2.941202860274261810e-01
4.371028020954835225e-01,1.082277079752129278e+00,2.262508166175294100e-01,4.526006962031770553e-01,6.803612395086302556e-01,8.034216488792241817e-01,7.769493951621710970e-01,4.447969308408593614e-01
4.723061127219760902e-01,-6.828033336384782721e-03,5.445910527451292005e-01,3.184297369692548063e-01,4.101172147248415834e-01,3.764837004058109171e-01,9.528113986783609546e-01,4.579184096670129711e-01
-3.133271116198314832e-02,7.279098405590861409e-02,1.257687307841037105e+00,-1.829738279054295320e-03,4.374136455666371992e-01,1.081720207514605292e+00,7.705849627465989338e-01,9.974098363724762661e-01
6.829153957467927194e-01,1.104729756238133742e+00,4.543800805806287313e-01,9.528032611483101544e-01,1.250462973020832758e-01,7.868753421377255863e-01,5.751968956569918356e-01,5.675111775810900427e-01
5.132747604543095310e-01,5.519451798576014978e-01,5.276589201675023766e-01,7.969354543531774748e-01,5.077104085487186280e-01,8.711763396250418179e-01,-3.281502502397021792e-01,9.439926505904482346e-01
7.167331753259212901e-01,2.478253002299502517e-01,1.342239009034496000e+00,1.284851464786163744e+00,6.911619489287865736e-01,3.613646084203841341e-02,4.687358874894332894e-01,7.084772312132634475e-01
1.094288001290922185e+00,1.026639283169582972e+00,1.075011214491925715e+00,6.452303332599670371e-01,7.460243843066145519e-01,9.452299922431128820e-02,1.281048169772835310e+00,5.271696747910559200e-01
1.441076928842765614e+00,1.068883088473683740e+00,4.639643665496543390e-01,6.777781945522483031e-01,1.322912714099686582e+00,9.135186651556069792e-01,1.321019931827344118e+00,1.033230731395450991e-01
1.157680542368378696e+00,7.090511379448108942e-01,9.429080994046508124e-01,3.028451627841454163e-01,-1.393124988668638653e-01,1.252986148857515358e+00,5.060465133182937558e-01,6.213349134525028017e-01
-1.684445213535178676e-01,8.015362131323015005e-01,3.797464633805276990e-01,4.448524598852109380e-01,5.791555094021423322e-01,9.087740704642498502e-01,9.384990754594744189e-01,8.647705632802948905e-01
8.956459303468774502e-01,6.462698000529211173e-01,1.687121548664325399e-01,3.221131648833173711e-01,8.224461050744942270e-01,1.166546932935698777e+00,1.025875167835563317e+00,7.567201592936854126e-01
5.207666199263902840e-01,2.554788639983252563e-01,1.234205637682648904e+00,-2.380075172171226827e-01,4.821005482286531141e-01,9.641516807374076459e-01,5.008144360071616896e-01,3.446800605437979059e-01
6.146110890394853588e-01,6.631467658811777133e-01,1.036746398090296201e-01,1.236422245922479179e+00,-1.733167107145834329e-01,1.009809276704414671e+00,-2.598453084127249069e-01,5.176115502840128446e-01
1.148201511019858595e-01,5.319375292774324304e-01,6.296025597727153977e-01,8.619475219458185844e-01,6.203056979102458124e-01,9.944134909566284541e-01,1.265418194311715427e-01,7.741949760874876629e-01
4.436424422140802792e-01,3.969195593804590305e-01,1.094756194877067879e+00,9.059038208275524973e-01,3.123345182436708112e-01,-4.780262199464586220e-02,-6.487439244659069792e-02,3.528530535676468460e-01
1.530150142014709447e+00,7.698266027535924927e-01,3.151063064846881812e-01,7.305225502686262251e-01,1.048905109971290051e+00,-1.416883605405582780e-01,8.064582685138107498e-01,9.492773103375851118e-01
1.362770321455194944e+00,6.256360183738881586e-01,5.969928333805968323e-01,4.805003980285507126e-01,1.047776562177666682e+00,1.559492322595666725e+00,9.416786217719924634e-01,7.355657573954926809e-01
1.301240981245700867e+00,4.368244031603132349e-01,1.282875559701525781e+00,2.797948087370691894e-01,7.436353655010370378e-01,1.076722434661887329e+00,5.099990476422556762e-01,7.517178822808003869e-01
-1.521024728362336265e-01,1.353618728936021531e+00,7.701020905117177406e-01,2.929486724828549438e-01,1.129055272313926661e+00,8.080123354152043413e-01,4.291299589002094961e-01,5.218609077009975783e-01
9.539655271854480256e-02,6.782732463270676471e-01,-1.230995400270675083e-01,2.108262806042564552e-01,2.633231108203094029e-01,9.900374882509580532e-01,7.524412618880834680e-01,4.583687612305996084e-01
5.817778375067900187e-01,-9.285897009284377335e-02,7.799839150895304662e-01,-4.846773369039328143e-03,5.723155616989413774e-01,1.858157398876803812e-01,1.036060377399699695e+00,1.246287419690177867e+00
6.361991501994800347e-01,9.171129662699284424e-01,4.676941878142938380e-01,1.414467151058370176e+00,1.323882012252690088e-01,6.523338822632362977e-01,4.616505849549622509e-01,8.824064985754221935e-01
8.760176128683452301e-01,2.058723264789171226e-01,5.778558627656640301e-01,9.997708194617684896e-01,6.718778074337128370e-01,9.819331796688433034e-01,3.063425135371261043e-01,7.714085682471111260e-01
4.951914349356842382e-01,2.916140646087832522e-01,5.378093170345262797e-01,6.768939890977465623e-01,7.552852456281546889e-01,-3.687645001618420904e-01,4.003574315418898522e-01,2.963313082531811027e-01
