7.188767265520837890e-01,5.007975212554509614e-01
4.563858430235555041e-01,3.540350251567464523e-01
-1.704086773441430835e-01,1.897152698822913930e+00
4.868439048662643320e-01,3.705732853534382532e-02
4.729623991687360030e-01,4.978195864281601546e-01
7.781632269084174380e-01,-1.209391985750519344e-01
-2.422710178185903951e-01,1.643959066786192746e+00
1.149260614992644980e+00,5.515961269240807763e-01
9.147454040466577174e-01,-3.853414533570195255e-01
4.316157413730405401e-01,4.461859680222134417e-01
-9.086007973436857066e-01,1.713832152448774959e+00
1.381878457411985339e+00,2.493760610728236807e-02
